Date,0
2021-01-01,3.7418861354747666e-05
2021-01-02,3.590704908431323e-05
2021-01-03,2.8208487084103335e-05
2021-01-04,3.3441276184985276e-05
2021-01-05,3.588799929722121e-05
2021-01-06,5.114709958420722e-05
2021-01-07,3.383253495972286e-05
2021-01-08,3.223776264990744e-05
2021-01-09,2.3810407833372773e-05
2021-01-10,2.6334091980866133e-05
2021-01-11,3.381911478375966e-05
2021-01-12,3.745924454144481e-05
2021-01-13,2.488135454225929e-05
2021-01-14,2.845794556095864e-05
2021-01-15,2.976043234482958e-05
2021-01-16,3.581577678917578e-05
2021-01-17,4.747677864064469e-05
2021-01-18,6.869595179867317e-05
2021-01-19,4.743569967699481e-05
2021-01-20,5.158763028902288e-05
2021-01-21,4.777768264437518e-05
2021-01-22,4.769515759865464e-05
2021-01-23,5.5447967774197565e-05
2021-01-24,6.509423873651863e-05
2021-01-25,6.797456666305614e-05
2021-01-26,6.906464164981248e-05
2021-01-27,7.81535094299688e-05
2021-01-28,8.368273083720864e-05
2021-01-29,9.676507554849868e-05
2021-01-30,0.00010989181650831342
2021-01-31,0.00012579172913582807
2021-02-01,0.00014585998867952082
2021-02-02,0.00014779875170057465
2021-02-03,0.00013511985025852036
2021-02-04,0.0001396292105200663
2021-02-05,0.00015706370112561474
2021-02-06,0.00014805613194318056
2021-02-07,0.0001366411432437329
2021-02-08,0.00012771667299140799
2021-02-09,0.0001209022159985756
2021-02-10,0.00011576410697818212
2021-02-11,0.0001247681857415942
2021-02-12,0.00011473950116028509
2021-02-13,0.0001095070001868615
2021-02-14,0.00011332334522299568
2021-02-15,0.00010953932858579857
2021-02-16,0.00010983941331965972
2021-02-17,0.00010472647659012151
2021-02-18,8.679077896112359e-05
2021-02-19,8.976855568553541e-05
2021-02-20,7.994876083575143e-05
2021-02-21,9.130691747082492e-05
2021-02-22,9.294868948128971e-05
2021-02-23,9.905130659899035e-05
2021-02-24,7.560274279389808e-05
2021-02-25,7.207102301784167e-05
2021-02-26,7.277514807286402e-05
2021-02-27,9.14974945561142e-05
2021-02-28,9.436872136457387e-05
2021-03-01,9.202374676469065e-05
2021-03-02,7.830903982742812e-05
2021-03-03,7.831386172178775e-05
2021-03-04,7.832460864818889e-05
2021-03-05,7.913932997571686e-05
2021-03-06,8.024034896383937e-05
2021-03-07,9.067476669874851e-05
2021-03-08,7.854217572720162e-05
2021-03-09,8.174868804209977e-05
2021-03-10,7.425888697055221e-05
2021-03-11,6.818780745162033e-05
2021-03-12,7.14534106372235e-05
2021-03-13,7.187944437950434e-05
2021-03-14,6.253885815570674e-05
2021-03-15,6.0321042880487065e-05
2021-03-16,6.619194189078437e-05
2021-03-17,7.703058567711958e-05
2021-03-18,8.717795486522501e-05
2021-03-19,9.114582012048778e-05
2021-03-20,8.561129041751316e-05
2021-03-21,8.149386835401352e-05
2021-03-22,7.462529187651033e-05
2021-03-23,7.515940083950576e-05
2021-03-24,7.71133781445236e-05
2021-03-25,7.695901602051848e-05
2021-03-26,6.809227848723975e-05
2021-03-27,6.879896151786304e-05
2021-03-28,6.895638961223886e-05
2021-03-29,7.134927861896051e-05
2021-03-30,7.959826579985914e-05
2021-03-31,8.761147810458144e-05
2021-04-01,7.672232735466412e-05
2021-04-02,7.59420605421336e-05
2021-04-03,7.225521153475954e-05
2021-04-04,6.997311025088098e-05
2021-04-05,7.805617470146041e-05
2021-04-06,9.259437830755187e-05
2021-04-07,8.727412487095275e-05
2021-04-08,9.452766890157565e-05
2021-04-09,0.00010332346177814834
2021-04-10,0.00010514813054565017
2021-04-11,9.87060082081042e-05
2021-04-12,0.00010496157439374605
2021-04-13,9.656059879341307e-05
2021-04-14,9.088383626859774e-05
2021-04-15,8.666009024135738e-05
2021-04-16,9.153033928592565e-05
2021-04-17,9.629198858508443e-05
2021-04-18,0.00010900316989833845
2021-04-19,9.683589036704638e-05
2021-04-20,8.636222707781896e-05
2021-04-21,8.576069977145119e-05
2021-04-22,9.033281043462891e-05
2021-04-23,9.00235489962134e-05
2021-04-24,9.319949753410236e-05
2021-04-25,8.401012868036854e-05
2021-04-26,8.376566414343404e-05
2021-04-27,7.84827422062436e-05
2021-04-28,8.610487386740989e-05
2021-04-29,0.00010105179150134434
2021-04-30,0.00010250985001296289
2021-05-01,9.870947748272603e-05
2021-05-02,9.50924627746089e-05
2021-05-03,9.29141805291202e-05
2021-05-04,9.833511957798959e-05
2021-05-05,9.91157733257847e-05
2021-05-06,0.00011082542436982435
2021-05-07,0.00012025796440056487
2021-05-08,0.00011909282844693198
2021-05-09,0.00012249324947505625
2021-05-10,0.00011886275534046796
2021-05-11,0.00011428912280521783
2021-05-12,0.00011514549589886904
2021-05-13,0.00011397102031719397
2021-05-14,0.0001119145710885223
2021-05-15,0.00011404462715153448
2021-05-16,0.00010963027072219066
2021-05-17,0.00011149407964015645
2021-05-18,0.00011642328965610081
2021-05-19,0.00012445498225083508
2021-05-20,9.931477187096256e-05
2021-05-21,8.580031013102522e-05
2021-05-22,7.889791342505947e-05
2021-05-23,7.554681990988746e-05
2021-05-24,6.731036340841772e-05
2021-05-25,7.307103475554422e-05
2021-05-26,7.371869273025345e-05
2021-05-27,8.247919331515122e-05
2021-05-28,8.083720160248487e-05
2021-05-29,7.807140594972424e-05
2021-05-30,8.296540629696548e-05
2021-05-31,7.818897609995622e-05
2021-06-01,9.122784340431243e-05
2021-06-02,8.209799622717741e-05
2021-06-03,8.295085157884876e-05
2021-06-04,8.968964092464471e-05
2021-06-05,9.219193763982132e-05
2021-06-06,0.00010049808362711696
2021-06-07,0.00010839482898942548
2021-06-08,0.00010035437525495246
2021-06-09,9.031940135536337e-05
2021-06-10,8.652734520257833e-05
2021-06-11,9.156364260420618e-05
2021-06-12,7.521407198952979e-05
2021-06-13,8.14164262121488e-05
2021-06-14,7.502514162420732e-05
2021-06-15,8.212701727076667e-05
2021-06-16,9.239243305161024e-05
2021-06-17,9.562946147075186e-05
2021-06-18,8.947075998276614e-05
2021-06-19,8.741779500773111e-05
2021-06-20,8.239972009023541e-05
2021-06-21,8.873209887199729e-05
